,pct,chemical,chemical_code,total_items,total_tabs_caps,ltc_stablish
1801,RY5,Levothyroxine Sodium,0602010V0,28.0,511.0,1.0
1802,RGQ,Levothyroxine Sodium,0602010V0,18.0,504.0,1.0
1803,RCD,Levothyroxine Sodium,0602010V0,26.0,503.0,1.0
1804,RRU,Levothyroxine Sodium,0602010V0,41.0,476.0,1.0
1805,AC0,Levothyroxine Sodium,0602010V0,30.0,462.0,1.0
1806,AD9,Levothyroxine Sodium,0602010V0,29.0,407.0,1.0
1807,RHA,Levothyroxine Sodium,0602010V0,24.0,406.0,1.0
1808,R1A,Levothyroxine Sodium,0602010V0,21.0,405.0,1.0
1809,RJ8,Levothyroxine Sodium,0602010V0,15.0,385.0,1.0
1810,RL4,Levothyroxine Sodium,0602010V0,14.0,380.0,1.0
1811,212,Levothyroxine Sodium,0602010V0,7.0,336.0,1.0
1812,RY7,Levothyroxine Sodium,0602010V0,20.0,282.0,1.0
1813,720,Levothyroxine Sodium,0602010V0,6.0,280.0,1.0
1814,NR5,Levothyroxine Sodium,0602010V0,13.0,257.0,1.0
1815,NL8,Levothyroxine Sodium,0602010V0,9.0,252.0,1.0
1816,R1F,Levothyroxine Sodium,0602010V0,18.0,247.0,1.0
1817,RTQ,Levothyroxine Sodium,0602010V0,19.0,236.0,1.0
1818,RX6,Levothyroxine Sodium,0602010V0,29.0,216.0,1.0
1819,215,Levothyroxine Sodium,0602010V0,11.0,210.0,1.0
1820,RYF,Levothyroxine Sodium,0602010V0,19.0,196.0,1.0
1821,NDA,Levothyroxine Sodium,0602010V0,11.0,187.0,1.0
1822,AT0,Levothyroxine Sodium,0602010V0,2.0,184.0,1.0
1823,NQV,Levothyroxine Sodium,0602010V0,7.0,175.0,1.0
1824,RH8,Levothyroxine Sodium,0602010V0,7.0,175.0,1.0
1825,ARF,Levothyroxine Sodium,0602010V0,20.0,175.0,1.0
1826,NWX,Levothyroxine Sodium,0602010V0,3.0,168.0,1.0
1827,RMC,Levothyroxine Sodium,0602010V0,2.0,168.0,1.0
1828,RYW,Levothyroxine Sodium,0602010V0,8.0,167.0,1.0
1829,RTX,Levothyroxine Sodium,0602010V0,6.0,154.0,1.0
1830,13V,Levothyroxine Sodium,0602010V0,17.0,147.0,1.0
1831,RXE,Levothyroxine Sodium,0602010V0,4.0,144.0,1.0
1832,NVC,Levothyroxine Sodium,0602010V0,2.0,140.0,1.0
1833,RTF,Levothyroxine Sodium,0602010V0,4.0,140.0,1.0
1834,RRE,Levothyroxine Sodium,0602010V0,4.0,140.0,1.0
1835,AXG,Levothyroxine Sodium,0602010V0,9.0,129.0,1.0
1836,AE8,Levothyroxine Sodium,0602010V0,6.0,126.0,1.0
1837,DL0,Levothyroxine Sodium,0602010V0,11.0,126.0,1.0
1838,RXC,Levothyroxine Sodium,0602010V0,3.0,126.0,1.0
1839,NLX,Levothyroxine Sodium,0602010V0,4.0,118.0,1.0
1840,RTD,Levothyroxine Sodium,0602010V0,4.0,112.0,1.0
1841,RY3,Levothyroxine Sodium,0602010V0,2.0,112.0,1.0
1842,NCN,Levothyroxine Sodium,0602010V0,4.0,112.0,1.0
1843,ACH,Levothyroxine Sodium,0602010V0,3.0,112.0,1.0
1844,RNA,Levothyroxine Sodium,0602010V0,1.0,112.0,1.0
1845,RTR,Levothyroxine Sodium,0602010V0,4.0,94.0,1.0
1846,NT4,Levothyroxine Sodium,0602010V0,2.0,90.0,1.0
1847,RYY,Levothyroxine Sodium,0602010V0,4.0,84.0,1.0
1848,RLY,Levothyroxine Sodium,0602010V0,4.0,77.0,1.0
1849,RTK,Levothyroxine Sodium,0602010V0,8.0,75.0,1.0
1850,RXA,Levothyroxine Sodium,0602010V0,4.0,71.0,1.0
1851,14A,Levothyroxine Sodium,0602010V0,10.0,70.0,1.0
1852,RV3,Levothyroxine Sodium,0602010V0,4.0,56.0,1.0
1853,NR3,Levothyroxine Sodium,0602010V0,2.0,56.0,1.0
1854,DLA,Levothyroxine Sodium,0602010V0,1.0,56.0,1.0
1855,RXK,Levothyroxine Sodium,0602010V0,2.0,56.0,1.0
1856,NDJ,Levothyroxine Sodium,0602010V0,1.0,56.0,1.0
1857,RBZ,Levothyroxine Sodium,0602010V0,2.0,56.0,1.0
1858,RGR,Levothyroxine Sodium,0602010V0,1.0,56.0,1.0
1859,DAY,Levothyroxine Sodium,0602010V0,1.0,56.0,1.0
1860,NV1,Levothyroxine Sodium,0602010V0,2.0,56.0,1.0
1861,NMS,Levothyroxine Sodium,0602010V0,1.0,56.0,1.0
1862,RGP,Levothyroxine Sodium,0602010V0,2.0,56.0,1.0
1863,R1L,Levothyroxine Sodium,0602010V0,3.0,42.0,1.0
1864,NQA,Levothyroxine Sodium,0602010V0,2.0,42.0,1.0
1865,14F,Levothyroxine Sodium,0602010V0,5.0,42.0,1.0
1866,RTV,Levothyroxine Sodium,0602010V0,3.0,37.0,1.0
1867,RXX,Levothyroxine Sodium,0602010V0,1.0,30.0,1.0
1868,14K,Levothyroxine Sodium,0602010V0,1.0,28.0,1.0
1869,RJ7,Levothyroxine Sodium,0602010V0,1.0,28.0,1.0
1870,DWA,Levothyroxine Sodium,0602010V0,1.0,28.0,1.0
1871,RXG,Levothyroxine Sodium,0602010V0,1.0,28.0,1.0
1872,RJC,Levothyroxine Sodium,0602010V0,1.0,28.0,1.0
1873,RYJ,Levothyroxine Sodium,0602010V0,1.0,28.0,1.0
1874,RVW,Levothyroxine Sodium,0602010V0,1.0,28.0,1.0
1875,RCB,Levothyroxine Sodium,0602010V0,1.0,28.0,1.0
1876,NQL,Levothyroxine Sodium,0602010V0,2.0,28.0,1.0
1877,R1K,Levothyroxine Sodium,0602010V0,1.0,24.0,1.0
1878,RA9,Levothyroxine Sodium,0602010V0,1.0,14.0,1.0
1879,RNN,Levothyroxine Sodium,0602010V0,2.0,10.0,1.0
1880,NL1,Levothyroxine Sodium,0602010V0,1.0,5.0,1.0
1881,15N,Ramipril,0205051R0,691991.0,24621958.0,1.0
1882,15M,Ramipril,0205051R0,623894.0,23440976.0,1.0
1883,15E,Ramipril,0205051R0,477518.0,19808243.0,1.0
1884,11J,Ramipril,0205051R0,501241.0,18745916.0,1.0
1885,15C,Ramipril,0205051R0,488781.0,17743587.0,1.0
1886,15F,Ramipril,0205051R0,449308.0,16285159.0,1.0
1887,04G,Ramipril,0205051R0,571522.0,15831450.0,1.0
1888,11X,Ramipril,0205051R0,373070.0,14119718.0,1.0
1889,11A,Ramipril,0205051R0,321114.0,13422719.0,1.0
1890,03N,Ramipril,0205051R0,391655.0,11797069.0,1.0
1891,09G,Ramipril,0205051R0,300319.0,11585035.0,1.0
1892,11M,Ramipril,0205051R0,311647.0,10762663.0,1.0
1893,06K,Ramipril,0205051R0,348099.0,10216320.0,1.0
1894,06H,Ramipril,0205051R0,345637.0,10162806.0,1.0
1895,06N,Ramipril,0205051R0,265258.0,10113289.0,1.0
1896,99N,Ramipril,0205051R0,281826.0,10054594.0,1.0
1897,10Q,Ramipril,0205051R0,280381.0,9900183.0,1.0
1898,06L,Ramipril,0205051R0,262602.0,8971080.0,1.0
1899,05W,Ramipril,0205051R0,244480.0,8817675.0,1.0
1900,03R,Ramipril,0205051R0,244509.0,8754633.0,1.0
1901,06Q,Ramipril,0205051R0,276064.0,8632520.0,1.0
1902,14Y,Ramipril,0205051R0,233311.0,8564777.0,1.0
1903,14L,Ramipril,0205051R0,267195.0,8433614.0,1.0
1904,01A,Ramipril,0205051R0,258573.0,8395036.0,1.0
1905,02X,Ramipril,0205051R0,252007.0,8317097.0,1.0
1906,05L,Ramipril,0205051R0,206724.0,8312401.0,1.0
1907,99A,Ramipril,0205051R0,235786.0,7949848.0,1.0
1908,01K,Ramipril,0205051R0,235173.0,7886455.0,1.0
1909,06F,Ramipril,0205051R0,223760.0,7788067.0,1.0
1910,15A,Ramipril,0205051R0,214632.0,7779882.0,1.0
1911,05A,Ramipril,0205051R0,242188.0,7706865.0,1.0
1912,11N,Ramipril,0205051R0,238220.0,7443902.0,1.0
1913,07Q,Ramipril,0205051R0,132130.0,7315687.0,1.0
1914,02Y,Ramipril,0205051R0,218719.0,7301316.0,1.0
1915,12F,Ramipril,0205051R0,193410.0,7163132.0,1.0
1916,03T,Ramipril,0205051R0,249360.0,7107447.0,1.0
1917,04V,Ramipril,0205051R0,224416.0,7036544.0,1.0
1918,05C,Ramipril,0205051R0,150213.0,6976447.0,1.0
1919,06T,Ramipril,0205051R0,241231.0,6883267.0,1.0
1920,02R,Ramipril,0205051R0,189415.0,6732015.0,1.0
1921,05Y,Ramipril,0205051R0,153113.0,6708289.0,1.0
1922,00L,Ramipril,0205051R0,206282.0,6389814.0,1.0
1923,03W,Ramipril,0205051R0,187120.0,6388579.0,1.0
1924,00K,Ramipril,0205051R0,182611.0,6377610.0,1.0
1925,03L,Ramipril,0205051R0,206317.0,6370419.0,1.0
1926,03F,Ramipril,0205051R0,200807.0,6365027.0,1.0
1927,05G,Ramipril,0205051R0,173127.0,6246013.0,1.0
1928,08M,Ramipril,0205051R0,238233.0,6188140.0,1.0
1929,05T,Ramipril,0205051R0,170679.0,6080642.0,1.0
1930,00T,Ramipril,0205051R0,163888.0,6036348.0,1.0
1931,07V,Ramipril,0205051R0,149895.0,5944128.0,1.0
1932,04C,Ramipril,0205051R0,185833.0,5903974.0,1.0
1933,07W,Ramipril,0205051R0,167030.0,5902911.0,1.0
1934,05N,Ramipril,0205051R0,149647.0,5877650.0,1.0
1935,06A,Ramipril,0205051R0,165614.0,5851148.0,1.0
1936,01H,Ramipril,0205051R0,183604.0,5822139.0,1.0
1937,00D,Ramipril,0205051R0,210460.0,5690997.0,1.0
1938,04K,Ramipril,0205051R0,153607.0,5667545.0,1.0
1939,07H,Ramipril,0205051R0,181464.0,5630657.0,1.0
1940,10X,Ramipril,0205051R0,123618.0,5598693.0,1.0
1941,10V,Ramipril,0205051R0,123932.0,5596228.0,1.0
1942,03Q,Ramipril,0205051R0,160655.0,5563309.0,1.0
1943,09Y,Ramipril,0205051R0,117820.0,5508042.0,1.0
1944,02P,Ramipril,0205051R0,193841.0,5453426.0,1.0
1945,10K,Ramipril,0205051R0,108894.0,5402716.0,1.0
1946,99H,Ramipril,0205051R0,122794.0,5371282.0,1.0
1947,03K,Ramipril,0205051R0,183114.0,5336669.0,1.0
1948,04D,Ramipril,0205051R0,192367.0,5323555.0,1.0
1949,04F,Ramipril,0205051R0,116031.0,5250789.0,1.0
1950,02H,Ramipril,0205051R0,132709.0,5242419.0,1.0
1951,01W,Ramipril,0205051R0,153378.0,5164842.0,1.0
1952,00R,Ramipril,0205051R0,178905.0,5154056.0,1.0
1953,05Q,Ramipril,0205051R0,138522.0,5119074.0,1.0
1954,02T,Ramipril,0205051R0,151058.0,5118001.0,1.0
1955,04E,Ramipril,0205051R0,180631.0,5115165.0,1.0
1956,03A,Ramipril,0205051R0,134870.0,5083276.0,1.0
1957,99J,Ramipril,0205051R0,160017.0,4965767.0,1.0
1958,00M,Ramipril,0205051R0,158026.0,4940390.0,1.0
1959,01Y,Ramipril,0205051R0,133154.0,4870368.0,1.0
1960,10R,Ramipril,0205051R0,108096.0,4841570.0,1.0
1961,07P,Ramipril,0205051R0,126298.0,4827166.0,1.0
1962,05F,Ramipril,0205051R0,133394.0,4805572.0,1.0
1963,02F,Ramipril,0205051R0,126229.0,4767650.0,1.0
1964,02M,Ramipril,0205051R0,161125.0,4697910.0,1.0
1965,08G,Ramipril,0205051R0,128785.0,4675476.0,1.0
1966,09J,Ramipril,0205051R0,126108.0,4668901.0,1.0
1967,06M,Ramipril,0205051R0,116997.0,4657549.0,1.0
1968,03H,Ramipril,0205051R0,141653.0,4609999.0,1.0
1969,01X,Ramipril,0205051R0,128104.0,4563690.0,1.0
1970,10J,Ramipril,0205051R0,124958.0,4504320.0,1.0
1971,07X,Ramipril,0205051R0,139729.0,4501284.0,1.0
1972,08N,Ramipril,0205051R0,113014.0,4496987.0,1.0
1973,09X,Ramipril,0205051R0,89620.0,4452059.0,1.0
1974,07M,Ramipril,0205051R0,110181.0,4400525.0,1.0
1975,05R,Ramipril,0205051R0,131535.0,4362515.0,1.0
1976,08F,Ramipril,0205051R0,115398.0,4359917.0,1.0
1977,00Y,Ramipril,0205051R0,127971.0,4332500.0,1.0
1978,08K,Ramipril,0205051R0,143579.0,4298034.0,1.0
1979,07Y,Ramipril,0205051R0,122590.0,4274774.0,1.0
1980,01D,Ramipril,0205051R0,112888.0,4256484.0,1.0
1981,09D,Ramipril,0205051R0,109061.0,4134492.0,1.0
1982,03J,Ramipril,0205051R0,118164.0,4102708.0,1.0
1983,99M,Ramipril,0205051R0,97989.0,4089842.0,1.0
1984,05H,Ramipril,0205051R0,144271.0,4079665.0,1.0
1985,99E,Ramipril,0205051R0,103168.0,4055561.0,1.0
1986,09F,Ramipril,0205051R0,105524.0,4048984.0,1.0
1987,07K,Ramipril,0205051R0,142503.0,3990908.0,1.0
1988,08X,Ramipril,0205051R0,136950.0,3971960.0,1.0
1989,08E,Ramipril,0205051R0,102411.0,3966650.0,1.0
1990,08W,Ramipril,0205051R0,95411.0,3940393.0,1.0
1991,01R,Ramipril,0205051R0,103608.0,3934406.0,1.0
1992,08L,Ramipril,0205051R0,78296.0,3930457.0,1.0
1993,01C,Ramipril,0205051R0,118869.0,3891472.0,1.0
1994,09W,Ramipril,0205051R0,108803.0,3890558.0,1.0
1995,15D,Ramipril,0205051R0,98697.0,3863392.0,1.0
1996,13T,Ramipril,0205051R0,144001.0,3854445.0,1.0
1997,04Y,Ramipril,0205051R0,95944.0,3845093.0,1.0
1998,08T,Ramipril,0205051R0,114708.0,3823289.0,1.0
1999,05J,Ramipril,0205051R0,76784.0,3732243.0,1.0
2000,07J,Ramipril,0205051R0,128022.0,3717307.0,1.0
2001,09P,Ramipril,0205051R0,105230.0,3712567.0,1.0
2002,08Q,Ramipril,0205051R0,115960.0,3707702.0,1.0
2003,02E,Ramipril,0205051R0,94682.0,3703094.0,1.0
2004,00V,Ramipril,0205051R0,102465.0,3643370.0,1.0
2005,07N,Ramipril,0205051R0,88138.0,3630565.0,1.0
2006,00Q,Ramipril,0205051R0,107927.0,3601796.0,1.0
2007,99D,Ramipril,0205051R0,143872.0,3593220.0,1.0
2008,00X,Ramipril,0205051R0,99104.0,3582250.0,1.0
2009,02A,Ramipril,0205051R0,113699.0,3492461.0,1.0
2010,05V,Ramipril,0205051R0,95569.0,3442934.0,1.0
2011,08V,Ramipril,0205051R0,140222.0,3426507.0,1.0
2012,00J,Ramipril,0205051R0,120779.0,3386349.0,1.0
2013,04Q,Ramipril,0205051R0,125442.0,3361291.0,1.0
2014,06P,Ramipril,0205051R0,76624.0,3347339.0,1.0
2015,01G,Ramipril,0205051R0,119490.0,3299916.0,1.0
2016,04H,Ramipril,0205051R0,102868.0,3295597.0,1.0
2017,01J,Ramipril,0205051R0,104410.0,3283970.0,1.0
2018,05X,Ramipril,0205051R0,72528.0,3230338.0,1.0
2019,08J,Ramipril,0205051R0,89603.0,3205412.0,1.0
2020,08P,Ramipril,0205051R0,100600.0,3202334.0,1.0
2021,08A,Ramipril,0205051R0,77944.0,3182203.0,1.0
2022,07L,Ramipril,0205051R0,104276.0,3098967.0,1.0
2023,02Q,Ramipril,0205051R0,100364.0,3076772.0,1.0
2024,03E,Ramipril,0205051R0,88101.0,3067288.0,1.0
2025,09L,Ramipril,0205051R0,65903.0,3065054.0,1.0
2026,04L,Ramipril,0205051R0,80530.0,3064496.0,1.0
2027,09N,Ramipril,0205051R0,73264.0,3058158.0,1.0
2028,08R,Ramipril,0205051R0,88401.0,3057333.0,1.0
2029,01E,Ramipril,0205051R0,95577.0,3053930.0,1.0
2030,08D,Ramipril,0205051R0,92676.0,3007175.0,1.0
2031,09E,Ramipril,0205051R0,75069.0,3003122.0,1.0
2032,02N,Ramipril,0205051R0,81427.0,3002968.0,1.0
2033,06Y,Ramipril,0205051R0,101595.0,2977310.0,1.0
2034,05D,Ramipril,0205051R0,87280.0,2948356.0,1.0
2035,07T,Ramipril,0205051R0,70487.0,2905870.0,1.0
2036,11E,Ramipril,0205051R0,87791.0,2874777.0,1.0
2037,10A,Ramipril,0205051R0,67680.0,2868330.0,1.0
2038,99F,Ramipril,0205051R0,67287.0,2823664.0,1.0
2039,01F,Ramipril,0205051R0,75499.0,2775380.0,1.0
2040,00P,Ramipril,0205051R0,112852.0,2737356.0,1.0
2041,07R,Ramipril,0205051R0,59564.0,2713886.0,1.0
2042,00N,Ramipril,0205051R0,87818.0,2705982.0,1.0
2043,07G,Ramipril,0205051R0,87249.0,2591146.0,1.0
2044,10L,Ramipril,0205051R0,66574.0,2563790.0,1.0
2045,99K,Ramipril,0205051R0,69506.0,2558418.0,1.0
2046,08H,Ramipril,0205051R0,53409.0,2542876.0,1.0
2047,01T,Ramipril,0205051R0,74779.0,2449254.0,1.0
2048,99C,Ramipril,0205051R0,82572.0,2367795.0,1.0
2049,12D,Ramipril,0205051R0,74964.0,2363087.0,1.0
2050,04N,Ramipril,0205051R0,70098.0,2355099.0,1.0
2051,04M,Ramipril,0205051R0,54480.0,2334789.0,1.0
2052,06W,Ramipril,0205051R0,62522.0,2316611.0,1.0
2053,09H,Ramipril,0205051R0,57971.0,2218318.0,1.0
2054,06D,Ramipril,0205051R0,47990.0,2195907.0,1.0
2055,02W,Ramipril,0205051R0,72274.0,2188837.0,1.0
2056,10E,Ramipril,0205051R0,62413.0,2180625.0,1.0
2057,02D,Ramipril,0205051R0,74468.0,2180037.0,1.0
2058,99G,Ramipril,0205051R0,49243.0,2130443.0,1.0
2059,08Y,Ramipril,0205051R0,49378.0,1967702.0,1.0
2060,03M,Ramipril,0205051R0,63583.0,1954926.0,1.0
2061,02G,Ramipril,0205051R0,53004.0,1933302.0,1.0
2062,06V,Ramipril,0205051R0,66538.0,1797981.0,1.0
2063,03V,Ramipril,0205051R0,62225.0,1773529.0,1.0
2064,03D,Ramipril,0205051R0,57775.0,1758658.0,1.0
2065,08C,Ramipril,0205051R0,59615.0,1727169.0,1.0
2066,10D,Ramipril,0205051R0,43842.0,1726637.0,1.0
2067,09A,Ramipril,0205051R0,50685.0,1723031.0,1.0
2068,09C,Ramipril,0205051R0,43367.0,1593318.0,1.0
2069,01V,Ramipril,0205051R0,47189.0,1565548.0,1.0
2070,00C,Ramipril,0205051R0,49378.0,1500910.0,1.0
2071,10C,Ramipril,0205051R0,36337.0,1450065.0,1.0
2072,RRE,Ramipril,0205051R0,634.0,20475.0,1.0
2073,RY8,Ramipril,0205051R0,585.0,19353.0,1.0
2074,RYY,Ramipril,0205051R0,446.0,15205.0,1.0
2075,RRF,Ramipril,0205051R0,356.0,13445.0,1.0
2076,RVW,Ramipril,0205051R0,232.0,7210.0,1.0
2077,RPG,Ramipril,0205051R0,150.0,6880.0,1.0
2078,RYW,Ramipril,0205051R0,153.0,4443.0,1.0
2079,RFR,Ramipril,0205051R0,137.0,4428.0,1.0
2080,RTR,Ramipril,0205051R0,139.0,4340.0,1.0
2081,NQ7,Ramipril,0205051R0,148.0,4320.0,1.0
2082,RCB,Ramipril,0205051R0,120.0,4267.0,1.0
2083,RCD,Ramipril,0205051R0,119.0,4184.0,1.0
2084,RN3,Ramipril,0205051R0,101.0,3921.0,1.0
2085,RXA,Ramipril,0205051R0,104.0,3714.0,1.0
2086,RY7,Ramipril,0205051R0,117.0,3416.0,1.0
2087,R1F,Ramipril,0205051R0,81.0,3247.0,1.0
2088,RWX,Ramipril,0205051R0,133.0,3201.0,1.0
2089,RY4,Ramipril,0205051R0,142.0,3058.0,1.0
2090,RY5,Ramipril,0205051R0,113.0,3029.0,1.0
2091,NV6,Ramipril,0205051R0,145.0,2954.0,1.0
2092,RTX,Ramipril,0205051R0,77.0,2604.0,1.0
2093,112,Ramipril,0205051R0,94.0,2590.0,1.0
2094,NR3,Ramipril,0205051R0,85.0,2399.0,1.0
2095,NDL,Ramipril,0205051R0,75.0,2265.0,1.0
2096,RNU,Ramipril,0205051R0,91.0,2259.0,1.0
2097,NTP,Ramipril,0205051R0,221.0,2123.0,1.0
2098,RGQ,Ramipril,0205051R0,63.0,2100.0,1.0
2099,RY2,Ramipril,0205051R0,135.0,2084.0,1.0
2100,RNA,Ramipril,0205051R0,63.0,2004.0,1.0
2101,NDA,Ramipril,0205051R0,58.0,1988.0,1.0
2102,NBF,Ramipril,0205051R0,61.0,1867.0,1.0
2103,RJ2,Ramipril,0205051R0,46.0,1736.0,1.0
2104,RCF,Ramipril,0205051R0,50.0,1568.0,1.0
2105,RXK,Ramipril,0205051R0,51.0,1512.0,1.0
2106,RJ1,Ramipril,0205051R0,66.0,1464.0,1.0
2107,RL4,Ramipril,0205051R0,36.0,1375.0,1.0
2108,RA9,Ramipril,0205051R0,42.0,1284.0,1.0
2109,NVE,Ramipril,0205051R0,133.0,1254.0,1.0
2110,RGR,Ramipril,0205051R0,36.0,1043.0,1.0
2111,DR3,Ramipril,0205051R0,20.0,924.0,1.0
2112,NTV,Ramipril,0205051R0,39.0,854.0,1.0
2113,RJ8,Ramipril,0205051R0,31.0,782.0,1.0
2114,NW0,Ramipril,0205051R0,63.0,702.0,1.0
2115,RY6,Ramipril,0205051R0,25.0,666.0,1.0
2116,RBZ,Ramipril,0205051R0,20.0,644.0,1.0
2117,RQ6,Ramipril,0205051R0,22.0,616.0,1.0
2118,AD9,Ramipril,0205051R0,36.0,550.0,1.0
2119,RJ7,Ramipril,0205051R0,16.0,540.0,1.0
2120,NR5,Ramipril,0205051R0,21.0,519.0,1.0
2121,212,Ramipril,0205051R0,10.0,476.0,1.0
2122,720,Ramipril,0205051R0,8.0,455.0,1.0
2123,NNF,Ramipril,0205051R0,17.0,448.0,1.0
2124,NLO,Ramipril,0205051R0,25.0,428.0,1.0
2125,AC0,Ramipril,0205051R0,37.0,409.0,1.0
2126,NKB,Ramipril,0205051R0,44.0,369.0,1.0
2127,NWX,Ramipril,0205051R0,8.0,364.0,1.0
2128,RTQ,Ramipril,0205051R0,16.0,361.0,1.0
2129,RYF,Ramipril,0205051R0,26.0,339.0,1.0
2130,RRU,Ramipril,0205051R0,38.0,335.0,1.0
2131,RHA,Ramipril,0205051R0,19.0,332.0,1.0
2132,NI3,Ramipril,0205051R0,6.0,308.0,1.0
2133,R1A,Ramipril,0205051R0,13.0,294.0,1.0
2134,R0B,Ramipril,0205051R0,19.0,294.0,1.0
2135,RQX,Ramipril,0205051R0,8.0,262.0,1.0
2136,RYG,Ramipril,0205051R0,15.0,260.0,1.0
2137,RH8,Ramipril,0205051R0,10.0,245.0,1.0
2138,RYX,Ramipril,0205051R0,8.0,224.0,1.0
2139,NMS,Ramipril,0205051R0,5.0,224.0,1.0
2140,RTD,Ramipril,0205051R0,8.0,224.0,1.0
2141,RXG,Ramipril,0205051R0,7.0,224.0,1.0
2142,RNN,Ramipril,0205051R0,6.0,174.0,1.0
2143,AXT,Ramipril,0205051R0,11.0,171.0,1.0
2144,RX6,Ramipril,0205051R0,28.0,168.0,1.0
2145,14A,Ramipril,0205051R0,13.0,154.0,1.0
2146,RDR,Ramipril,0205051R0,5.0,154.0,1.0
2147,RXC,Ramipril,0205051R0,6.0,140.0,1.0
2148,215,Ramipril,0205051R0,3.0,140.0,1.0
2149,14F,Ramipril,0205051R0,12.0,135.0,1.0
2150,ARF,Ramipril,0205051R0,10.0,119.0,1.0
2151,RJC,Ramipril,0205051R0,4.0,112.0,1.0
2152,R1L,Ramipril,0205051R0,6.0,84.0,1.0
2153,NL8,Ramipril,0205051R0,3.0,84.0,1.0
2154,NCN,Ramipril,0205051R0,2.0,84.0,1.0
2155,DL0,Ramipril,0205051R0,6.0,77.0,1.0
2156,RTK,Ramipril,0205051R0,4.0,72.0,1.0
2157,14H,Ramipril,0205051R0,3.0,63.0,1.0
2158,14K,Ramipril,0205051R0,3.0,59.0,1.0
2159,13V,Ramipril,0205051R0,4.0,56.0,1.0
2160,RKL,Ramipril,0205051R0,2.0,56.0,1.0
2161,RY3,Ramipril,0205051R0,2.0,56.0,1.0
2162,RM1,Ramipril,0205051R0,2.0,56.0,1.0
2163,NLF,Ramipril,0205051R0,2.0,56.0,1.0
2164,NT4,Ramipril,0205051R0,1.0,56.0,1.0
2165,NDJ,Ramipril,0205051R0,2.0,42.0,1.0
2166,NQV,Ramipril,0205051R0,3.0,42.0,1.0
2167,RTV,Ramipril,0205051R0,2.0,35.0,1.0
2168,AT0,Ramipril,0205051R0,1.0,28.0,1.0
2169,RMC,Ramipril,0205051R0,1.0,28.0,1.0
2170,ACH,Ramipril,0205051R0,1.0,28.0,1.0
2171,R1D,Ramipril,0205051R0,1.0,28.0,1.0
2172,AXG,Ramipril,0205051R0,4.0,28.0,1.0
2173,AE8,Ramipril,0205051R0,3.0,28.0,1.0
2174,RW5,Ramipril,0205051R0,1.0,28.0,1.0
2175,RXH,Ramipril,0205051R0,1.0,28.0,1.0
2176,NV1,Ramipril,0205051R0,1.0,28.0,1.0
2177,NLX,Ramipril,0205051R0,1.0,14.0,1.0
2178,DMH,Ramipril,0205051R0,1.0,7.0,1.0
2179,RLQ,Ramipril,0205051R0,1.0,3.0,1.0
2180,15N,Amlodipine,0206020A0,628299.0,21934526.0,1.0
2181,15E,Amlodipine,0206020A0,513319.0,21414652.0,1.0
2182,15M,Amlodipine,0206020A0,517445.0,19539163.0,1.0
2183,15C,Amlodipine,0206020A0,431056.0,15735954.0,1.0
2184,06H,Amlodipine,0206020A0,514363.0,15242789.0,1.0
2185,04G,Amlodipine,0206020A0,521414.0,14289628.0,1.0
2186,11J,Amlodipine,0206020A0,370773.0,13750132.0,1.0
2187,15F,Amlodipine,0206020A0,376822.0,13375016.0,1.0
2188,10Q,Amlodipine,0206020A0,340676.0,11745930.0,1.0
2189,11M,Amlodipine,0206020A0,340202.0,11245727.0,1.0
2190,11X,Amlodipine,0206020A0,298373.0,10943323.0,1.0
2191,05L,Amlodipine,0206020A0,284327.0,10876387.0,1.0
2192,03N,Amlodipine,0206020A0,373059.0,10854161.0,1.0
2193,06N,Amlodipine,0206020A0,279062.0,10699422.0,1.0
2194,06K,Amlodipine,0206020A0,359141.0,10451399.0,1.0
2195,14Y,Amlodipine,0206020A0,277225.0,10380693.0,1.0
2196,11N,Amlodipine,0206020A0,333329.0,10350941.0,1.0
2197,11A,Amlodipine,0206020A0,248144.0,9991733.0,1.0
2198,14L,Amlodipine,0206020A0,305095.0,9824810.0,1.0
2199,09G,Amlodipine,0206020A0,253000.0,9684882.0,1.0
2200,99N,Amlodipine,0206020A0,277751.0,9628401.0,1.0
2201,99A,Amlodipine,0206020A0,284107.0,9311686.0,1.0
2202,06F,Amlodipine,0206020A0,258774.0,8875066.0,1.0
2203,05A,Amlodipine,0206020A0,272151.0,8544316.0,1.0
2204,13T,Amlodipine,0206020A0,292902.0,8461724.0,1.0
2205,06Q,Amlodipine,0206020A0,275184.0,8295907.0,1.0
2206,99J,Amlodipine,0206020A0,268234.0,8193482.0,1.0
2207,07W,Amlodipine,0206020A0,230869.0,8168726.0,1.0
2208,07V,Amlodipine,0206020A0,200523.0,8076564.0,1.0
2209,06L,Amlodipine,0206020A0,235387.0,7861753.0,1.0
2210,04C,Amlodipine,0206020A0,244275.0,7812199.0,1.0
2211,04V,Amlodipine,0206020A0,245600.0,7699552.0,1.0
2212,07P,Amlodipine,0206020A0,198578.0,7580721.0,1.0
2213,15A,Amlodipine,0206020A0,209832.0,7523666.0,1.0
2214,15D,Amlodipine,0206020A0,184370.0,7408408.0,1.0
2215,01A,Amlodipine,0206020A0,229532.0,7315773.0,1.0
2216,02H,Amlodipine,0206020A0,180462.0,7078021.0,1.0
2217,08M,Amlodipine,0206020A0,259922.0,7006270.0,1.0
